school_slug,school_name,street_name,description,source_pdf
scoala_18,Școala Gimnazială nr. 18,Strada Mardarescu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Gheorghe Mihail,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Grigore Bastan,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Ion C. Bratianu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Ilie Steflea,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Arsenescu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Maior Virgilrusu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Mihail Cerchez,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Dascalescu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Nicolae Sova,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada General Vasile Atanasiu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Gheorghe Șincai,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Gutuilor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Lăcrămioarelor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Lăptăriei,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Dumitru Damaceanu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Lungă,panala capatul straziiintegral,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Macului,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Maior Constantin Ene,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Maior George Sontu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Averescu,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Prezan,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Mărului,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Aleea Murelor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Nicolae Branga,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Nucului,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Oborul de vite,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Pandurilor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Părului,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Petru Maior,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Prunelor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Rusciorului,"delaintersectia str.Lunga cu str.Raului,doarpartea dinsprecaleaferat.",7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Sălciilor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Sergent Vasile Bajenaru,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Croitoru,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Strugurilor,"i-afostasimilatasiSTR.PIERSICILOR,（conformHCL411/26.10.2023）",7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Dinca,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Calea Șurii Mari,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Vișinilor,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_18,Școala Gimnazială nr. 18,Strada Zmeurei,,7_Sc.Gimn.Nr18_Circumscriptia7.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Albert Einstein,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Alecu Russo,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Anatole France,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Anul 1848,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Anul 1907,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Arcului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Balanței,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Piotr Ilici Ceaikovski,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Cedonia,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Cezar Bolliac,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Ciocanului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Cozia,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Dafinului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Dinamului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Dorobanților,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Doctor Diaconovici,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Ecaterina Varga,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Emilezola,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Forjorilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Frasinului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Frezorilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Calea Gușteriței,panalaCibinparteadinsprescoala,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Henri Coandă,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Iacob Bologa,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Irisului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Lăcătușilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Lacului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Laminorului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Lavandei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Lazaret,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Lebedei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Libertății,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Luceafărului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Luncii,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Macaralei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Mașiniștilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Muncitorilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Nicovalei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Oltețului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Oțelarilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Plevnei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Podului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Posada,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Preda Buzescu,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Primăverii,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Principatele Unite,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Rovine,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Rulmentului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Sergiu Celibidache,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Solidarității,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Spatarul Nicolae Milescu,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Strungului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Tineretului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Topitorilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Viitorului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Wolfgang Amadeus Mozart,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Alunului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Drum Nou,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Gorunului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Macazului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Maior Nita Octavian,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Pinului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Rachitei,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Salcâmilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Smârdan,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Stejarului,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Vaii,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Vasile Pârvan,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_ioan_slavici,"Școala Gimnazială ""Ioan Slavici""",Strada Viilor,,8_Sc.Gimn.IoanSlavici_Circumscriptia8.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Alexandru Ioan Cuza,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Andrei Mureșanu,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Artileriștilor,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Călărașilor,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Călugăreni,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Cernei,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Eroilor,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada General Vasile Milea,"dela intersectiacustr.Oituzpanala iesireadinoras,parteadinsprescoala",9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Geniștilor,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Haiducului,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Hipodromului,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Luptei,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Mirăslău,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Nicolae Iorga,delaintersectiacuMihaiViteazulpanalaintersectiacub-dulVasileMileapartea,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Porumbacului,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Strada Rahovei,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Roșiorilor,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_21,Școala Gimnazială nr. 21,Aleea Șelimbăr,,9_Sc.Gimn.Nr.21_Circumscriptia9.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Ametistului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Atena,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Berlin,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Botticelli,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Bratislava,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Chihlimbarului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Constructorilor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Cristalului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Cuptorului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Deventer,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Diamantului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Doinei,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Dulgherilor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea El Greco,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Fagului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Faianței,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Jadului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Klagenfurt,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Lacul lui Binder,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Landshut,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Leonardo da Vinci,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Lisabona,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Londra,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Lutului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Luxemburg,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Madrid,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Maierilor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Marburg,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Mesteacănului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Michelangelo,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Monet,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Opalului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Orhideelor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Oslo,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Perlei,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Picasso,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Rafael,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Record,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Rembrandt,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Roma,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Rubens,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Rubinului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Safirului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Țiglari,dela liniaferata inspre iesirea din oras,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Tizian,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Tomis,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Tonitza,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Topazului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Ulmului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Aleea Ulmului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Viena,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Zidarilor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Zirconiului,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_23,Școala Gimnazială nr. 23,Strada Zugravilor,,10_Sc.Gimn.Nr.23_Circumscriptia10.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Aciliu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Agârbiciu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Alămor,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Alunisului,cu imprejurimi,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Amnaș,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Arborilor,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Artarului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Badea Cârțan,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Bistrei,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Bobâlna,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Fundătura Brazilor,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Castanului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Cindrelului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Cisnădioara,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Colinei,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Crint,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Drumul Dj106d,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Dobârca,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Fantanamarului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Fântânele,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Aleea Fântânele,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada General Praporgescu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada General Eremia Grigorescu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Iazului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Iederei,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
